stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,is_trans_ctr,at_trans_ctr,direction
1824R,1824,Soquel Dr & E Walnut,,36.987358,-121.952431,http://scmtd.com/stop/1824,0,0,1
1825R,1825,Soquel Dr & Capitola Ave,,36.987072,-121.950851,http://scmtd.com/stop/1825,0,0,1
1826R,1826,Soquel Dr & Capitola Ave,,36.987335,-121.950958,http://scmtd.com/stop/1826,0,0,2
1827R,1827,Soquel Dr & Browns Ln,,36.987637,-121.948311,http://scmtd.com/stop/1827,0,0,2
1828R,1828,Soquel Dr & Orchard,,36.987556,-121.94709,http://scmtd.com/stop/1828,0,0,1
1829R,1829,Soquel Dr & Fairway Dr,,36.987823,-121.946442,http://scmtd.com/stop/1829,0,0,2
1830R,1830,Soquel Dr & Silver Birch Ln,,36.987709,-121.944557,http://scmtd.com/stop/1830,0,0,1
1831R,1831,Soquel Dr & Cunnison Ln,,36.987965,-121.943474,http://scmtd.com/stop/1831,0,0,2
1832R,1832,Soquel Dr & Monterey Ave,,36.987701,-121.940834,http://scmtd.com/stop/1832,0,0,1
1833R,1833,Soquel Dr & Maplethorpe Ln,,36.988136,-121.93811,http://scmtd.com/stop/1833,0,0,2
1834R,1834,Soquel Dr & Park Ave,,36.988773,-121.936668,http://scmtd.com/stop/1834,0,0,2
1835R,1835,Soquel Dr & Park Ave,,36.98864,-121.936417,http://scmtd.com/stop/1835,0,0,1
1836R,1836,Soquel Dr & Willowbrook Ln,,36.990021,-121.93235,http://scmtd.com/stop/1836,0,0,1
1837R,1837,Soquel Dr & Merrill Rd,,36.990124,-121.932785,http://scmtd.com/stop/1837,0,0,2
1838R,1838,Soquel Dr & Porter Gulch Rd,,36.990547,-121.929962,http://scmtd.com/stop/1838,0,0,2
1839R,1839,Soquel Dr & Cabrillo College Dr,,36.988716,-121.925934,http://scmtd.com/stop/1839,0,0,2
1840R,1840,Soquel Dr & Cabrillo College Dr,,36.988106,-121.924599,http://scmtd.com/stop/1840,0,0,1
1841R,1841,Soquel Dr & Borregas Dr,,36.987057,-121.920822,http://scmtd.com/stop/1841,0,0,1
1842R,1842,Soquel Dr & Calabria,,36.985977,-121.918098,http://scmtd.com/stop/1842,0,0,2
1843R,1843,Soquel Dr & Vienna Dr (Mar Vista Elem),,36.986355,-121.919319,http://scmtd.com/stop/1843,0,0,1
1844R,1844,Soquel Dr & Mar Vista Dr,,36.984833,-121.915833,http://scmtd.com/stop/1844,0,0,2
1845R,1845,Soquel Dr & Mar Vista Dr,,36.984703,-121.916023,http://scmtd.com/stop/1845,0,0,1
1846R,1846,Soquel Dr & W Ledyard Way,,36.98251,-121.911064,http://scmtd.com/stop/1846,0,0,2
1847R,1847,Soquel Dr & W Ledyard Way,,36.981739,-121.910255,http://scmtd.com/stop/1847,0,0,1
1848R,1848,Soquel Dr & State Park Dr,,36.980453,-121.908997,http://scmtd.com/stop/1848,0,0,1
1849R,1849,Soquel Dr & E Ledyard Way (Aptos Library),,36.980858,-121.908981,http://scmtd.com/stop/1849,0,0,2
1850R,1850,Soquel Dr (Rancho Del Mar Center),,36.978474,-121.907341,http://scmtd.com/stop/1850,0,0,1
1851R,1851,Soquel Dr & State Park Dr,,36.979733,-121.908195,http://scmtd.com/stop/1851,0,0,2
1852R,1852,Soquel Dr & Trout Gulch Rd,,36.976662,-121.899879,http://scmtd.com/stop/1852,0,0,2
1853R,1853,Soquel Dr & Trout Gulch Rd,,36.976547,-121.900009,http://scmtd.com/stop/1853,0,0,1
1854R,1854,Soquel Dr (Creekside Offices),,36.975746,-121.889977,http://scmtd.com/stop/1854,0,0,2
1855R,1855,Soquel Dr (Creekside Offices),,36.975594,-121.890137,http://scmtd.com/stop/1855,0,0,1
1856R,1856,Soquel Dr & Monroe Ave,,36.975849,-121.884499,http://scmtd.com/stop/1856,0,0,2
1857R,1857,Soquel Dr (Aptos Gateway),,36.975323,-121.884949,http://scmtd.com/stop/1857,0,0,1
1858R,1858,Soquel Dr & Jaunell Rd,,36.973389,-121.880272,http://scmtd.com/stop/1858,0,0,2
1859R,1859,Soquel Dr & Monroe Ave (Auto Center),,36.971237,-121.873734,http://scmtd.com/stop/1859,0,0,1
1861R,1861,State Park Dr & Hillcrest Dr,,36.975044,-121.912033,http://scmtd.com/stop/1861,0,0,1
1862R,1862,Stockton Ave & Esplanade,,36.972946,-121.952324,http://scmtd.com/stop/1862,0,0,2
1863R,1863,Stockton Ave & Esplanade,,36.972805,-121.95224,http://scmtd.com/stop/1863,0,0,1
1865R,1865,Sumner Ave & Dolphin Dr,,36.953926,-121.879311,http://scmtd.com/stop/1865,0,0,1
1867R,1867,Sumner & Seabreeze/Clubhouse,,36.95694,-121.882614,http://scmtd.com/stop/1867,0,0,1
1875R,1875,Treasure Island Dr & Winfield Way,,36.971302,-121.903809,http://scmtd.com/stop/1875,0,0,1
1883R,1883,Walnut Ave & California,,36.972141,-122.033958,http://scmtd.com/stop/1883,0,0,1
1884R,1884,Walnut & California,,36.971966,-122.033852,http://scmtd.com/stop/1884,0,0,2
1885R,1885,Walnut Ave & Chestnut,,36.972759,-122.030441,http://scmtd.com/stop/1885,0,0,1
1886R,1886,Walnut Ave & Chestnut,,36.972527,-122.030815,http://scmtd.com/stop/1886,0,0,2
1887R,1887,Walnut Ave & Center,,36.973164,-122.028252,http://scmtd.com/stop/1887,0,0,1
1892R,1892,Water (Governmental Center),,36.978519,-122.023933,http://scmtd.com/stop/1892,0,0,1
1893R,1893,Water & Ocean,,36.979584,-122.020844,http://scmtd.com/stop/1893,0,0,1
1894R,1894,Water & Ocean,,36.979523,-122.021805,http://scmtd.com/stop/1894,0,0,2
1895R,1895,Water & Market,,36.980312,-122.019409,http://scmtd.com/stop/1895,0,0,2
1896R,1896,Water & Market,,36.980072,-122.019371,http://scmtd.com/stop/1896,0,0,1
1899R,1899,Water & N Branciforte Ave,,36.981499,-122.014587,http://scmtd.com/stop/1899,0,0,2
1900R,1900,Water & N Branciforte Ave,,36.981369,-122.012978,http://scmtd.com/stop/1900,0,0,1
1901R,1901,Water & Seabright Ave,,36.98148,-122.010902,http://scmtd.com/stop/1901,0,0,2
1903R,1903,Water & Poplar,,36.981461,-122.00853,http://scmtd.com/stop/1903,0,0,2
1907R,1907,Western Dr & Flower,,36.964211,-122.056625,http://scmtd.com/stop/1907,0,0,1
1909R,1909,Western Dr & Monarch Way,,36.970291,-122.058418,http://scmtd.com/stop/1909,0,0,1
1910R,1910,Western Dr & Meder,,36.973766,-122.05835,http://scmtd.com/stop/1910,0,0,1
1914R,1914,7th Ave & Bonnie,,36.964241,-121.998367,http://scmtd.com/stop/1914,0,0,2
1915R,1915,7th Ave & Dolores,,36.96629,-121.998093,http://scmtd.com/stop/1915,0,0,2
1916R,1916,7th Ave & Harbor Cove,,36.973236,-121.995453,http://scmtd.com/stop/1916,0,0,1
1917R,1917,7th Ave & Manor Way (Yacht Harbor Manor),,36.974007,-121.994766,http://scmtd.com/stop/1917,0,0,2
1919R,1919,7th Ave & Eddy Ln (Inland Harbor),,36.976334,-121.993401,http://scmtd.com/stop/1919,0,0,2
1921R,1921,7th Ave & Cambria Ln,,36.976723,-121.993439,http://scmtd.com/stop/1921,0,0,1
1922R,1922,7th Ave & Capitola Rd,,36.978916,-121.992165,http://scmtd.com/stop/1922,0,0,1
1986R,1986,Bear Creek Rd & Deerwood Dr,,37.141563,-122.090965,http://scmtd.com/stop/1986,0,0,2
1987R,1987,Ocean (Pacific School),,37.011837,-122.195023,http://scmtd.com/stop/1987,0,0,1
1989R,1989,Crestview Dr & Freedom Blvd (Crestview Shopping),,36.926765,-121.764267,http://scmtd.com/stop/1989,0,0,1
1992R,1992,Lincoln & Stanford,,36.920963,-121.759163,http://scmtd.com/stop/1992,0,0,1
1993R,1993,Lincoln & California,,36.918415,-121.756775,http://scmtd.com/stop/1993,0,0,1
1994R,1994,Lincoln & E 5th,,36.916187,-121.754837,http://scmtd.com/stop/1994,0,0,1
1995R,1995,Clubhouse Dr & Pinehurst Dr,,36.961304,-121.878349,http://scmtd.com/stop/1995,0,0,1
2007R,2007,Soquel Dr & Monroe Ave (Auto Center),,36.971603,-121.875214,http://scmtd.com/stop/2007,0,0,2
2056R,2056,Bay & King,,36.967911,-122.042747,http://scmtd.com/stop/2056,0,0,2
2061R,2061,Delaware Ave & Bethany Curve,,36.956619,-122.040222,http://scmtd.com/stop/2061,0,0,2
2085R,2085,Mission & Sylvar,,36.977467,-122.030075,http://scmtd.com/stop/2085,0,0,1
2086R,2086,High & Laurent,,36.977577,-122.042175,http://scmtd.com/stop/2086,0,0,2
2090R,2090,High & Cardiff,,36.977375,-122.050362,http://scmtd.com/stop/2090,0,0,1
2091R,2091,High & Cardiff,,36.977268,-122.050232,http://scmtd.com/stop/2091,0,0,2
2095R,2095,Hwy 1 & Western Dr,,36.96101,-122.057297,http://scmtd.com/stop/2095,0,0,1
2101R,2101,Hagar Dr (UCSC - East Field House),,36.994263,-122.055511,http://scmtd.com/stop/2101,0,0,1
2102R,2102,"Hagar Dr (UCSC - Bookstore, Cowell & Stevenson)",,36.997498,-122.055061,http://scmtd.com/stop/2102,0,0,1
2114R,2114,Grant (Grant Park),,36.985661,-122.021584,http://scmtd.com/stop/2114,0,0,2
2124R,2124,Hwy 9 & Mountain,,37.120377,-122.120956,http://scmtd.com/stop/2124,0,0,2
2125R,2125,Hwy 9 & Willowbrook Dr,,37.071594,-122.084244,http://scmtd.com/stop/2125,0,0,2
2127R,2127,Glen Arbor Rd & River,,37.081112,-122.077751,http://scmtd.com/stop/2127,0,0,1
2128R,2128,Hwy 9 & Brown Gables Rd,,37.092968,-122.096474,http://scmtd.com/stop/2128,0,0,2
2132R,2132,Bonny Doon Rd & Thayer Rd,,37.054691,-122.160866,http://scmtd.com/stop/2132,0,0,1
2133R,2133,Empire Grade (UCSC path),,37.003265,-122.073166,http://scmtd.com/stop/2133,0,0,2
2134R,2134,Empire Grade & Smith Grade,,37.027748,-122.099716,http://scmtd.com/stop/2134,0,0,1
2135R,2135,Bonny Doon Rd & Pine Flat Rd,,37.041912,-122.150681,http://scmtd.com/stop/2135,0,0,2
2136R,2136,Pine Flat Rd (Bonny Doon Elementary),,37.061775,-122.148544,http://scmtd.com/stop/2136,0,0,2
2137R,2137,Pine Flat Rd & Kelly Ln,,37.06728,-122.141121,http://scmtd.com/stop/2137,0,0,2
2138R,2138,Pine Flat Rd & Atherley Ln,,37.079155,-122.138542,http://scmtd.com/stop/2138,0,0,1
2139R,2139,Pine Flat Rd & Comstock Ln,,37.080856,-122.141106,http://scmtd.com/stop/2139,0,0,1
2140R,2140,Pine Flat Rd & Comstock Ln,,37.081173,-122.140335,http://scmtd.com/stop/2140,0,0,2
2141R,2141,Pine Flat Rd (#2175),,37.069073,-122.142029,http://scmtd.com/stop/2141,0,0,1
2142R,2142,Pine Flat Rd & Bonny Doon Rd,,37.064308,-122.145187,http://scmtd.com/stop/2142,0,0,1
2143R,2143,41st Ave & Bain Ave,,36.96545,-121.964783,http://scmtd.com/stop/2143,0,0,1
2144R,2144,41st Ave & Capitola Rd,,36.974438,-121.96479,http://scmtd.com/stop/2144,0,0,1
2145R,2145,41st Ave & Brommer,,36.969898,-121.965034,http://scmtd.com/stop/2145,0,0,2
2148R,2148,41st Ave & Clares,,36.979519,-121.96476,http://scmtd.com/stop/2148,0,0,1
2149R,2149,41st Ave (Home Depot),,36.984924,-121.964783,http://scmtd.com/stop/2149,0,0,3
2151R,2151,41st Ave & Gross Rd,,36.980217,-121.965096,http://scmtd.com/stop/2151,0,0,2
2152R,2152,41st Ave & Cordelia Ln,,36.985123,-121.96505,http://scmtd.com/stop/2152,0,0,2
2158R,2158,38th Ave & Avis Ln,,36.964314,-121.967354,http://scmtd.com/stop/2158,0,0,1
2159R,2159,38th Ave & Tranquility Ct,,36.965317,-121.967468,http://scmtd.com/stop/2159,0,0,2
2160R,2160,38th Ave & Roland,,36.966049,-121.967293,http://scmtd.com/stop/2160,0,0,1
2161R,2161,38th Ave (Castle Mobile Estate),,36.967449,-121.967453,http://scmtd.com/stop/2161,0,0,2
2162R,2162,38th Ave (Capitola Manor),,36.967766,-121.967308,http://scmtd.com/stop/2162,0,0,1
2163R,2163,38th Ave (Blue & Gold),,36.968742,-121.967445,http://scmtd.com/stop/2163,0,0,2
2164R,2164,38th Ave & Reposa (Blue & Gold),,36.969456,-121.967316,http://scmtd.com/stop/2164,0,0,1
2166R,2166,38th Ave (King's Plaza),,36.972103,-121.967323,http://scmtd.com/stop/2166,0,0,1
2167R,2167,41st Ave (King's Plaza),,36.971706,-121.965065,http://scmtd.com/stop/2167,0,0,2
2170R,2170,17th Ave & Brommer,,36.970665,-121.984764,http://scmtd.com/stop/2170,0,0,1
2171R,2171,17th Ave & Felt,,36.967159,-121.985489,http://scmtd.com/stop/2171,0,0,1
2172R,2172,17th Ave & Merrill,,36.964989,-121.98674,http://scmtd.com/stop/2172,0,0,1
2173R,2173,17th Ave & Matthews Ln,,36.963676,-121.987267,http://scmtd.com/stop/2173,0,0,2
2174R,2174,17th Ave & Merrill,,36.965302,-121.98632,http://scmtd.com/stop/2174,0,0,2
2175R,2175,17th Ave & Felt,,36.967182,-121.985222,http://scmtd.com/stop/2175,0,0,2
2177R,2177,Portola Dr & Corcoran Ave,,36.962898,-121.981438,http://scmtd.com/stop/2177,0,0,2
2178R,2178,17th Ave & Kinsley,,36.969753,-121.98481,http://scmtd.com/stop/2178,0,0,2
2186R,2186,Soquel Ave & Darwin,,36.98085,-122.008003,http://scmtd.com/stop/2186,0,0,1
2191R,2191,W Lake Ave & Main,,36.911495,-121.758659,http://scmtd.com/stop/2191,0,0,1
2192R,2192,Rodriguez & Main (The Pines Apts),,36.91433,-121.764458,http://scmtd.com/stop/2192,0,0,2
2195R,2195,Amesti Rd & Paraiso Dr,,36.953503,-121.77771,http://scmtd.com/stop/2195,0,0,1
2196R,2196,Amesti Rd & E Rianda Rd,,36.959873,-121.78717,http://scmtd.com/stop/2196,0,0,1
2197R,2197,Amesti Rd & Alaga Ln,,36.961891,-121.790154,http://scmtd.com/stop/2197,0,0,1
2198R,2198,Amesti Rd & Pioneer Rd,,36.971062,-121.794975,http://scmtd.com/stop/2198,0,0,1
2199R,2199,Varni Rd & Amesti Rd,,36.971138,-121.795738,http://scmtd.com/stop/2199,0,0,2
2204R,2204,Rodriguez & Main (The Pines Apts),,36.914402,-121.764648,http://scmtd.com/stop/2204,0,0,1
2205R,2205,Rodriguez & Kearney,,36.911034,-121.761307,http://scmtd.com/stop/2205,0,0,2
2208R,2208,Buena Vista Dr & Miller Ave,,36.941654,-121.784241,http://scmtd.com/stop/2208,0,0,1
2209R,2209,Anna & Hanger Way,,36.925873,-121.790672,http://scmtd.com/stop/2209,0,0,1
2211R,2211,Clifford Ave & Evelyn Ave,,36.929199,-121.769669,http://scmtd.com/stop/2211,0,0,3
2212R,2212,Herman Ave & Kralj Dr,,36.923138,-121.784691,http://scmtd.com/stop/2212,0,0,2
2214R,2214,Anna & Herman Ave,,36.925499,-121.785263,http://scmtd.com/stop/2214,0,0,2
2220R,2220,S Green Valley Rd & Marantha Dr,,36.925472,-121.779732,http://scmtd.com/stop/2220,0,0,2
2224R,2224,Freedom Blvd & Roache Rd,,36.936756,-121.775597,http://scmtd.com/stop/2224,0,0,1
2225R,2225,Green Valley Rd & Celia Dr,,36.954182,-121.764832,http://scmtd.com/stop/2225,0,0,1
2226R,2226,Green Valley Rd & Poultry Ln (Mesa Village),,36.96524,-121.765091,http://scmtd.com/stop/2226,0,0,2
2227R,2227,Green Valley Rd & Trembly Ln,,36.957767,-121.765015,http://scmtd.com/stop/2227,0,0,2
2228R,2228,Green Valley Rd & Behler Rd (Pinto Lake Pk),,36.948059,-121.765633,http://scmtd.com/stop/2228,0,0,2
2233R,2233,College Rd & Taylor Rd (Drew Lake),,36.933743,-121.735931,http://scmtd.com/stop/2233,0,0,1
2234R,2234,E Lake & Nugent Ave,,36.929527,-121.744766,http://scmtd.com/stop/2234,0,0,2
2235R,2235,Tuttle Ave & Bridge,,36.921513,-121.740303,http://scmtd.com/stop/2235,0,0,2
2242R,2242,Ocean & Felker,,36.985703,-122.024223,http://scmtd.com/stop/2242,0,0,2
2244R,2244,Center Ave & Sea Terrace Way,,36.974503,-121.905243,http://scmtd.com/stop/2244,0,0,1
2259R,2259,Green Valley Rd & Mesa Verde Dr,,36.969402,-121.765289,http://scmtd.com/stop/2259,0,0,1
2260R,2260,Wheelock Rd & Casserly Rd,,36.972771,-121.764694,http://scmtd.com/stop/2260,0,0,1
2261R,2261,Wheelock Rd (#102),,36.976376,-121.766792,http://scmtd.com/stop/2261,0,0,1
2262R,2262,Wheelock Rd & Gilchrist Ln,,36.979382,-121.766594,http://scmtd.com/stop/2262,0,0,1
2263R,2263,Wheelock Rd (Monte Vista School),,36.981682,-121.768921,http://scmtd.com/stop/2263,0,0,1
2264R,2264,Wheelock Rd & Green Valley Rd,,36.980419,-121.776428,http://scmtd.com/stop/2264,0,0,2
2265R,2265,Green Valley Rd & Kliewer Ln,,36.970734,-121.770912,http://scmtd.com/stop/2265,0,0,2
2270R,2270,Broadway & Cayuga,,36.975204,-122.010735,http://scmtd.com/stop/2270,0,0,2
2271R,2271,Broadway & S Branciforte Ave,,36.974762,-122.014656,http://scmtd.com/stop/2271,0,0,2
2272R,2272,Broadway & S Branciforte Ave,,36.974663,-122.014534,http://scmtd.com/stop/2272,0,0,1
2280R,2280,Seascape Blvd & Sumner Ave,,36.952087,-121.876511,http://scmtd.com/stop/2280,0,0,1
2286R,2286,Mt Hermon Rd (King's Village Shopping Ctr),,37.047249,-122.031448,http://scmtd.com/stop/2286,0,0,2
2288R,2288,Glen Arbor Rd & Hwy 9,,37.088829,-122.08828,http://scmtd.com/stop/2288,0,0,1
2291R,2291,Bay & California,,36.963669,-122.035782,http://scmtd.com/stop/2291,0,0,1
2294R,2294,Glen Arbor Rd & Locust,,37.086674,-122.083931,http://scmtd.com/stop/2294,0,0,2
2296R,2296,Brommer & Odyssey Ct,,36.972095,-121.990547,http://scmtd.com/stop/2296,0,0,2
2297R,2297,Main & Rodriguez,,36.915394,-121.763992,http://scmtd.com/stop/2297,0,0,2
2301R,2301,Walnut Ave & Center,,36.972977,-122.028458,http://scmtd.com/stop/2301,0,0,2
2302R,2302,Cedar & Center,,36.97617,-122.028,http://scmtd.com/stop/2302,0,0,1
2303R,2303,Cedar & Cathcart,,36.971596,-122.026779,http://scmtd.com/stop/2303,0,0,1
2304R,2304,Cedar & Walnut Ave,,36.973537,-122.027122,http://scmtd.com/stop/2304,0,0,1
2308R,2308,Cedar & Lincoln,,36.97224,-122.02713,http://scmtd.com/stop/2308,0,0,2
2310R,2310,Empire Grade (#2519),,37.01162,-122.075348,http://scmtd.com/stop/2310,0,0,2
2328R,2328,Empire Grade (UCSC - Arboretum),,36.983685,-122.064934,http://scmtd.com/stop/2328,0,0,2
2330R,2330,Delaware Ave & Swift,,36.9557,-122.049004,http://scmtd.com/stop/2330,0,0,1
2334R,2334,Mark Ave & Arroyo Dr,,36.964554,-121.762573,http://scmtd.com/stop/2334,0,0,1
2335R,2335,Mark Ave & Hathaway Ave,,36.966805,-121.763443,http://scmtd.com/stop/2335,0,0,1
2336R,2336,Mark Ave & Ponderosa Ave,,36.968338,-121.763596,http://scmtd.com/stop/2336,0,0,1
2340R,2340,Capitola Rd & Foster Ct,,36.977043,-121.986664,http://scmtd.com/stop/2340,0,0,2
2341R,2341,Capitola Rd & 16th Ave,,36.976334,-121.984383,http://scmtd.com/stop/2341,0,0,2
2342R,2342,Mission & King,,36.961262,-122.047745,http://scmtd.com/stop/2342,0,0,1
2344R,2344,Western Dr & Beachview Ave,,36.961472,-122.056572,http://scmtd.com/stop/2344,0,0,1
2350R,2350,Harvey West Blvd (Harvey West Park),,36.984573,-122.038414,http://scmtd.com/stop/2350,0,0,2
2352R,2352,7th Ave (Casa La Familia),,36.982899,-121.989479,http://scmtd.com/stop/2352,0,0,2
2354R,2354,Hwy 9 & Pleasant Way,,37.151428,-122.136292,http://scmtd.com/stop/2354,0,0,2
2356R,2356,41st Ave (Begonia Plaza),,36.968674,-121.96476,http://scmtd.com/stop/2356,0,0,1
2363R,2363,Green Valley Rd & Litchfield Ln,,36.976871,-121.776306,http://scmtd.com/stop/2363,0,0,2
2364R,2364,Front & Soquel Ave,,36.973518,-122.02478,http://scmtd.com/stop/2364,0,0,2
2365R,2365,Soquel Ave & Front,,36.973495,-122.024193,http://scmtd.com/stop/2365,0,0,2
2367R,2367,Soquel Dr & Chanticleer Ave,,36.988365,-121.977539,http://scmtd.com/stop/2367,0,0,1
2371R,2371,Mt Hermon Rd (Scotts Valley Square),,37.047615,-122.032249,http://scmtd.com/stop/2371,0,0,1
2372R,2372,Scotts Valley Dr & El Pueblo Rd,,37.056007,-122.011597,http://scmtd.com/stop/2372,0,0,1
2373R,2373,Pine Flat Rd & Quail Dr,,37.050331,-122.153351,http://scmtd.com/stop/2373,0,0,2
2374R,2374,High & Western,,36.978813,-122.057732,http://scmtd.com/stop/2374,0,0,1
2375R,2375,High & Bay Dr (UCSC - Main Gate),,36.977322,-122.054306,http://scmtd.com/stop/2375,0,0,1
2376R,2376,Bay Dr & High,,36.976765,-122.053802,http://scmtd.com/stop/2376,0,0,2
2377R,2377,Capitola Rd & Clares,,36.973824,-121.969948,http://scmtd.com/stop/2377,0,0,2
2381R,2381,S Green Valley Rd & Magnolia Dr,,36.92403,-121.780922,http://scmtd.com/stop/2381,0,0,2
2382R,2382,S Green Valley Rd & Kralj Dr,,36.922298,-121.781578,http://scmtd.com/stop/2382,0,0,2
2383R,2383,Soquel Dr & Paul Sweet Rd,,36.987644,-121.985512,http://scmtd.com/stop/2383,0,0,1
2384R,2384,Hwy 9 & Quigg Way,,37.184177,-122.140999,http://scmtd.com/stop/2384,0,0,1
2393R,2393,Western Dr & Western Ct,,36.968609,-122.058342,http://scmtd.com/stop/2393,0,0,1
2394R,2394,Storey & Escalona Dr,,36.976192,-122.035034,http://scmtd.com/stop/2394,0,0,2
2396R,2396,River & Josephine,,36.981163,-122.029144,http://scmtd.com/stop/2396,0,0,2
2400R,2400,Hwy 9 & Teihl,,37.173401,-122.138138,http://scmtd.com/stop/2400,0,0,1
2401R,2401,Hwy 9 & Teihl,,37.172913,-122.138367,http://scmtd.com/stop/2401,0,0,2
2407R,2407,Airport Blvd (Freedom Centre),,36.940006,-121.77681,http://scmtd.com/stop/2407,0,0,2
2409R,2409,Freedom Blvd (#2672),,36.954845,-121.798737,http://scmtd.com/stop/2409,0,0,2
2410R,2410,Freedom Blvd (#2672),,36.954887,-121.798973,http://scmtd.com/stop/2410,0,0,1
2413R,2413,S Green Valley Rd & Carey Ave,,36.934345,-121.774185,http://scmtd.com/stop/2413,0,0,2
2414R,2414,S Green Valley Rd & Hope Dr (Green Valley Village),,36.92791,-121.778648,http://scmtd.com/stop/2414,0,0,2
2415R,2415,E Lake & Lincoln St,,36.914864,-121.754097,http://scmtd.com/stop/2415,0,0,1
2416R,2416,Sunnyhills Dr & Shady Oaks Dr,,36.929684,-121.785355,http://scmtd.com/stop/2416,0,0,2
2420R,2420,Delaware Ave & Fair,,36.95599,-122.04586,http://scmtd.com/stop/2420,0,0,1
2426R,2426,Dubois & Harvey West Blvd,,36.985214,-122.039513,http://scmtd.com/stop/2426,0,0,2
2429R,2429,Bonny Doon Rd (Mc Henry Vineyard),,37.065884,-122.157814,http://scmtd.com/stop/2429,0,0,1
2433R,2433,Green Valley Rd & Holohan Rd,,36.941628,-121.768974,http://scmtd.com/stop/2433,0,0,1
2434R,2434,Green Valley Rd & Airport Blvd,,36.941536,-121.769325,http://scmtd.com/stop/2434,0,0,2
2436R,2436,Green Valley Rd (Hispanic SDA Church),,36.944111,-121.767555,http://scmtd.com/stop/2436,0,0,1
2437R,2437,Empire Grade & Sunlit Ln,,37.06847,-122.123299,http://scmtd.com/stop/2437,0,0,1
2440R,2440,Hwy 9 & Brookside Dr,,37.142315,-122.131683,http://scmtd.com/stop/2440,0,0,1
2445R,2445,Big Basin Way (Country Club),,37.153336,-122.161102,http://scmtd.com/stop/2445,0,0,1
2448R,2448,Heller Dr (UCSC - Rachel Carson College & Porter),,36.992996,-122.065201,http://scmtd.com/stop/2448,0,0,1
2453R,2453,Green Valley Rd & Devon Ln,,36.953758,-121.764999,http://scmtd.com/stop/2453,0,0,2
2456R,2456,41st Ave (Four Star Center),,36.971462,-121.964745,http://scmtd.com/stop/2456,0,0,1
2464R,2464,Seascape Blvd & Via Pacifica,,36.95047,-121.86602,http://scmtd.com/stop/2464,0,0,1
2465R,2465,Freedom Blvd & Portola Cir,,36.920879,-121.761032,http://scmtd.com/stop/2465,0,0,1
2466R,2466,Freedom Blvd & Miles Ln,,36.922642,-121.761673,http://scmtd.com/stop/2466,0,0,1
2467R,2467,Freedom Blvd & W High,,36.918648,-121.760216,http://scmtd.com/stop/2467,0,0,1
2469R,2469,Main & W 5th,,36.912842,-121.759621,http://scmtd.com/stop/2469,0,0,1
2470R,2470,S Green Valley Rd & Kralj Dr,,36.92189,-121.782135,http://scmtd.com/stop/2470,0,0,2
2471R,2471,Clifford Ave & Crescent Dr,,36.92775,-121.771591,http://scmtd.com/stop/2471,0,0,3
2472R,2472,Clifford Ave & Montebello Dr,,36.920925,-121.775604,http://scmtd.com/stop/2472,0,0,3
2477R,2477,Madison & Crestview Dr (Crestview Garden),,36.92638,-121.762161,http://scmtd.com/stop/2477,0,0,1
2479R,2479,Clifford Ave & Rosewood Dr,,36.92115,-121.775589,http://scmtd.com/stop/2479,0,0,2
2480R,2480,Neilson & Airport Blvd (Wats. Hospital),,36.928196,-121.793587,http://scmtd.com/stop/2480,0,0,1
2481R,2481,Anna & Holm Rd,,36.925709,-121.787025,http://scmtd.com/stop/2481,0,0,1
2482R,2482,Lincoln & E 5th,,36.916607,-121.755005,http://scmtd.com/stop/2482,0,0,2
2483R,2483,Lincoln & Palm Ave,,36.917816,-121.756042,http://scmtd.com/stop/2483,0,0,2
2484R,2484,Lincoln & E High,,36.9202,-121.758316,http://scmtd.com/stop/2484,0,0,2
2486R,2486,Airport Blvd & Freedom,,36.937199,-121.778809,http://scmtd.com/stop/2486,0,0,2
2487R,2487,Ross Ave & Chappell Rd,,36.932194,-121.785233,http://scmtd.com/stop/2487,0,0,2
2488R,2488,Ross Ave & Holly Dr,,36.931,-121.784027,http://scmtd.com/stop/2488,0,0,2
2489R,2489,Shady Oaks Dr & Jeanette Way,,36.927246,-121.785522,http://scmtd.com/stop/2489,0,0,2
2490R,2490,Loma Prieta Ave & Cherry Blossom Dr,,36.933826,-121.780457,http://scmtd.com/stop/2490,0,0,2
2491R,2491,Loma Prieta Ave & Holly Dr,,36.931335,-121.778366,http://scmtd.com/stop/2491,0,0,1
2497R,2497,High & Bay,,36.977066,-122.052864,http://scmtd.com/stop/2497,0,0,2
2505R,2505,Hwy 9 & Brimblecom Rd,,37.142136,-122.131935,http://scmtd.com/stop/2505,0,0,2
2507R,2507,Empire Grade (at Mile 1306),,37.021255,-122.084198,http://scmtd.com/stop/2507,0,0,1
2508R,2508,Empire Grade (Bonny Doon Airport),,37.072632,-122.127945,http://scmtd.com/stop/2508,0,0,1
2509R,2509,Bonny Doon Rd & Cathedral Park Dr,,37.047409,-122.157059,http://scmtd.com/stop/2509,0,0,1
2510R,2510,Pine Flat Rd (#2300),,37.070213,-122.142715,http://scmtd.com/stop/2510,0,0,2
2511R,2511,Pine Flat Rd (#2572),,37.07386,-122.143135,http://scmtd.com/stop/2511,0,0,2
2512R,2512,Pine Flat Rd (#2878),,37.077599,-122.142075,http://scmtd.com/stop/2512,0,0,2
